Title,Address,City,Face,Posted,Price,Bedroom,Bathroom,Floors,Parking,House Age,Amenities Count,Build Area (Aana),Price per Bedroom
"Office Space For Rent In Newroad, Kathmandu","Khichapokhari, Newroad, Kathmandu",Kathmandu,East,8 months ago,160000,0,4,6.0,0,14.0,4,4.0,160000.0
"House For Sale In Hattigauda, Kathmandu","Hattigauda, Hattigauda, Kathmandu",Kathmandu,North,8 months ago,35000000,0,0,3.0,0,0.0,0,4.0,35000000.0
"House For Rent In Dharan, Dharan","British Gurkha Memorial camp, Dharan, Dharan",Dharan,East,8 months ago,25000,0,0,3.0,0,0.0,0,4.0,25000.0
"Land For Sale In Dakshinkali, Kathmandu","Pharping Bhimsensthan, Dakshinkali, Kathmandu",Kathmandu,South,8 months ago,150000,0,0,3.0,0,0.0,0,4.0,150000.0
"Commercial Building For Rent : Business For Rent In Budhanilkantha, Kathmandu","Budhanilkantha, Narayanthan, Budhanilkantha, Kathmandu",Kathmandu,North West,8 months ago,15000,0,0,3.0,0,7.0,0,4.0,15000.0
"Land For Sale At Chundevi Kathmandu : Land For Sale In Maharajgunj, Kathmandu","Chundevi, Maharajgunj, Kathmandu",Kathmandu,West,8 months ago,4500000,0,0,3.0,0,0.0,0,4.0,4500000.0
"Fully Furnished : Flat For Rent In Banasthali, Kathmandu","Bhrikuti Tole, Banasthali, Kathmandu",Kathmandu,North,8 months ago,25000,1,1,3.0,2,12.0,15,4.0,25000.0
"Office Space For Rent In Lazimpat, Kathmandu","lazimpath marg, Lazimpat, Kathmandu",Kathmandu,North,8 months ago,35000,0,2,3.0,1,0.0,4,4.0,35000.0
"Land For Sale In Pepsicola, Kathmandu","Pepsicola, Sairam Chowk, Pepsicola, Kathmandu",Kathmandu,East,8 months ago,5500000,0,0,3.0,0,0.0,1,4.0,5500000.0
"House At Shankhamul For Sale : House For Sale In Patan, Lalitpur","Shankhamul, Patan, Lalitpur",Lalitpur,North,8 months ago,17600000,2,2,3.0,1,0.0,7,4.0,8800000.0
"House For Sale In Kapan, Kathmandu","Ram Mandir, Kapan, Kathmandu",Kathmandu,North,8 months ago,18500000,0,0,3.0,0,0.0,0,4.0,18500000.0
"House For Sale In Bhaisepati, Lalitpur","Wai-Wai Noodles Factory, Bhaisepati, Lalitpur",Lalitpur,South East,8 months ago,25000000,0,0,3.0,0,0.0,9,4.0,25000000.0
"House For Sale In Anamnagar, Kathmandu","manakamana colony, Anamnagar, Kathmandu",Kathmandu,East,8 months ago,33000000,5,4,4.0,1,0.0,5,4.0,6600000.0
"Land For Sale In Pokhara, Pokhara","Miyapatan, Pokhara, Pokhara",Pokhara,West,8 months ago,8000000,0,0,3.0,0,0.0,0,4.0,8000000.0
"Flat For Rent In Balkhu, Kathmandu","Balkhu, Balkhu, Kathmandu",Kathmandu,South West,8 months ago,22000,2,2,3.0,1,0.0,2,4.0,11000.0
"House For Sale In Samakhusi, Kathmandu","Samakhusi Kharibot, Samakhusi, Kathmandu",Kathmandu,South,8 months ago,22500000,9,4,3.0,3,0.0,6,4.0,2500000.0
"House For Sale In Samakhusi, Kathmandu","Samakhusi kharibot, Samakhusi, Kathmandu",Kathmandu,West,8 months ago,27500000,6,3,3.0,3,0.0,9,4.0,4583333.333333333
"House Sell On Imadol : House For Sale In Imadol, Lalitpur","kozy home, Imadol, Lalitpur",Lalitpur,South East,8 months ago,23800000,6,3,3.0,1,9.0,6,4.0,3966666.6666666665
"House For Sale In Naikap, Kathmandu","Naikap, Naikap, Kathmandu",Kathmandu,West,8 months ago,18500000,8,0,3.0,0,0.0,0,4.0,2312500.0
"House For Sale In Kirtipur, Kathmandu","Tyanglaphat, Kirtipur, Kathmandu",Kathmandu,North,8 months ago,33000000,12,0,3.0,0,0.0,0,4.0,2750000.0
"House For Sale In Swayambhu, Kathmandu","Sano Bharyang, Swayambhu, Kathmandu",Kathmandu,South,8 months ago,23000000,10,0,3.0,0,0.0,8,4.0,2300000.0
"House For Sale In Balambu, Kathmandu","Balambu Hariyali, Balambu, Kathmandu",Kathmandu,South,8 months ago,15500000,7,0,3.0,0,0.0,0,4.0,2214285.714285714
"House For Sale In Madhyapur Thimi, Bhaktapur","Nikoshera, Madhyapur Thimi, Bhaktapur",Bhaktapur,East,8 months ago,8500000,0,0,3.0,0,0.0,0,4.0,8500000.0
"Plotted Land For Sale : Land For Sale In Budhanilkantha, Kathmandu","Taulung, Budhanilkantha, Kathmandu",Kathmandu,South East,8 months ago,2000000,0,0,3.0,0,0.0,0,4.0,2000000.0
"Land For Sale In Budhanilkantha, Kathmandu","Budhanilkantha, Budhanilkantha, Kathmandu",Kathmandu,North,8 months ago,2225000,0,0,3.0,0,0.0,0,4.0,2225000.0
"House For Sale In Dhumbarahi, Kathmandu","Dhumbarahi Temple, Dhumbarahi, Kathmandu",Kathmandu,East,8 months ago,19000000,0,0,3.0,0,0.0,0,4.0,19000000.0
"House For Sale In Basundhara, Kathmandu","Basundhara - Wedding Hall, Basundhara, Kathmandu",Kathmandu,West,8 months ago,29800000,0,0,3.0,0,0.0,0,4.0,29800000.0
"Land For Sale In Kalanki, Kathmandu","Maitrinagar, Kalanki, Kathmandu",Kathmandu,North,8 months ago,3500000,0,0,3.0,0,0.0,1,4.0,3500000.0
"House For Rent In Gokarneshwor, Kathmandu","Near Gokarna Mahadev Temple, Gokarneshwor, Kathmandu",Kathmandu,West,8 months ago,17000,3,3,3.0,2,6.0,3,4.0,5666.666666666667
"Business For Rent In Jawalakhel, Lalitpur","Vianet Communications Pvt. Ltd., Jawalakhel, Lalitpur",Lalitpur,North,8 months ago,200000,0,0,3.0,0,0.0,0,4.0,200000.0
"Land For Sale In Banepa, Kavre","Near Dhulikhel Aantuk Resort, Banepa, Kavre",Kavre,South East,8 months ago,1000000,0,0,3.0,0,0.0,0,4.0,1000000.0
"House For Sale In Budhanilkantha, Kathmandu","Bhangal, Budhanilkantha, Kathmandu",Kathmandu,West,8 months ago,26200000,13,0,3.0,0,0.0,0,4.0,2015384.6153846155
"House For Sale In Tathali, Kathmandu","Tathali, Tathali, Kathmandu",Kathmandu,North,8 months ago,4600000,0,0,1.0,0,0.0,0,4.0,4600000.0
"Land For Sale In Lubhu, Lalitpur","Lubhu, Lubhu, Lalitpur",Lalitpur,North,8 months ago,1000000,0,0,3.0,0,0.0,0,4.0,1000000.0
"House For Sale : House For Sale In Nakkhu, Lalitpur","Naakhu, Nakkhu, Lalitpur",Lalitpur,South West,8 months ago,26500000,4,4,3.0,1,0.0,13,4.0,6625000.0
"House For Rent In Budhanilkantha, Kathmandu","Muhanpokhari Marga, Budhanilkantha, Kathmandu",Kathmandu,East,8 months ago,200000,5,4,3.0,4,0.0,0,4.0,40000.0
"Urgent Sale 8 Aana Land At Gaushala : Land For Sale In Gaushala, Kathmandu","Gaushala, Gaushala, Kathmandu",Kathmandu,South,8 months ago,8500000,0,0,3.0,0,0.0,0,4.0,8500000.0
"Flat For Rent In Nagarjun, Kathmandu","Ramkot, Nagarjun, Kathmandu",Kathmandu,South,8 months ago,40000,0,2,3.0,0,0.0,0,4.0,40000.0
"Damak Houses(Phase II) : House For Sale In Damak, Jhapa","Dhaneswor, Damak, Jhapa",Jhapa,East,8 months ago,5500000,0,0,3.0,0,6.0,3,4.0,5500000.0
"House For Sale Siddhartha Colony : House For Sale In Budhanilkantha, Kathmandu","Siddhartha Colony, Budhanilkantha, Kathmandu",Kathmandu,East,8 months ago,41000000,5,4,2.0,2,0.0,0,4.0,8200000.0
"Land For Sale In Mulpani, Kathmandu","Mulpani Kathamandu enginnering College, Mulpani, Kathmandu",Kathmandu,South East,8 months ago,550000,0,0,3.0,0,0.0,0,4.0,550000.0
"House For Rent In Dhobighat, Lalitpur","Dhobighat Thadodhunga, Dhobighat, Lalitpur",Lalitpur,West,8 months ago,175000,0,0,3.0,0,0.0,0,4.0,175000.0
"House For Sale In Basundhara, Kathmandu","Basundhara, Basundhara, Kathmandu",Kathmandu,West,8 months ago,42000000,11,0,3.0,0,0.0,0,4.0,3818181.8181818184
"Land For Sale In Rupakot, Kaski","kaski , rupakot, Rupakot, Kaski",Kaski,East,8 months ago,800000,0,0,3.0,0,0.0,0,4.0,800000.0
"Flat For Rent In Dhapasi, Kathmandu","Tokha Rd, Dhapasi, Kathmandu",Kathmandu,East,8 months ago,15000,2,1,4.0,1,10.0,15,4.0,7500.0
"House For Sale In Surkhet Bazar, Surkhet","Surkhet, Surkhet Bazar, Surkhet",Surkhet,North,8 months ago,20000000,0,0,3.0,0,0.0,4,4.0,20000000.0
"Land For Sale In Kageshwari-Manohara, Kathmandu","Aalapot, Kageshwari-Manohara, Kathmandu",Kathmandu,North,8 months ago,2800000,0,0,3.0,0,0.0,0,4.0,2800000.0
"Land For Sale In Duwakot, Bhaktapur","KMC, Duwakot, Bhaktapur",Bhaktapur,North,8 months ago,1800000,0,0,3.0,0,0.0,0,4.0,1800000.0
"Land For Sale In Saraswatikhel, Bhaktapur","Saraswotikhel Bus Stop, Saraswatikhel, Bhaktapur",Bhaktapur,West,8 months ago,1300000,0,0,3.0,0,0.0,0,4.0,1300000.0
"House For Sale In Kapan, Kathmandu","Bhangal, Kapan, Kathmandu",Kathmandu,North East,8 months ago,21500000,0,0,3.0,0,0.0,0,4.0,21500000.0
"Land For Sale In Chhauni, Kathmandu","Chhauni Military Barrack, Chhauni, Kathmandu",Kathmandu,East,8 months ago,2500000,0,0,3.0,0,0.0,0,4.0,2500000.0
"House For Sale In Budhanilkantha, Kathmandu","Jyoti Nagar, Budhanilkantha, Kathmandu",Kathmandu,East,8 months ago,25500000,6,4,3.0,2,0.0,1,4.0,4250000.0
"House For Sale In Kapan, Kathmandu","Kharibot Chowk Bus Stop, Kapan, Kathmandu",Kathmandu,East,8 months ago,15000000,0,0,3.0,0,0.0,0,4.0,15000000.0
"KAPURDHARA NEW HOME : House For Sale In Kapurdhara, Kathmandu","Kapurdhara, Kapurdhara, Kathmandu",Kathmandu,East,8 months ago,32000000,5,5,3.0,2,0.0,6,4.0,6400000.0
"House For Sale In Bharatpur, Chitwan","Bharatpur lanku -trichok, Bharatpur, Chitwan",Chitwan,North,8 months ago,5000000,0,0,3.0,0,0.0,0,4.0,5000000.0
"Stay In The Green : Land For Sale In Baghdol, Lalitpur","Awas, Magar Ghau, Shital Colony, Baghdol, Lalitpur",Lalitpur,South East,8 months ago,2900000,0,0,0.0,0,0.0,0,4.0,2900000.0
"Land For Sale In Imadol, Lalitpur","Boje Pokhari, Imadol, Lalitpur",Lalitpur,South,8 months ago,2700000,0,0,3.0,0,0.0,0,4.0,2700000.0
"House For Sale In Pepsicola, Kathmandu","House no 22 Khare Chowk, Pepsicola, Kathmandu",Kathmandu,South,8 months ago,32000000,6,3,3.0,2,0.0,7,4.0,5333333.333333333
"Flat For Rent In Kirtipur, Kirtipur","Kirtipur Sasa Newa The Restro, Kirtipur, Kathmandu",Kathmandu,West,8 months ago,15000,0,0,3.0,0,0.0,0,4.0,15000.0
"House For Sale In Dadikot, Bhaktapur","Dadhikot, Dadikot, Bhaktapur",Bhaktapur,North,8 months ago,11500000,0,0,3.0,0,0.0,0,4.0,11500000.0
"Land For Sale In Goldhunga, Kathmandu","Goldhunga, Goldhunga, Kathmandu",Kathmandu,South,8 months ago,1500000,0,0,3.0,0,0.0,0,4.0,1500000.0
"Land For Sale In Chabahil, Kathmandu","Bhadrabas, Chabahil, Kathmandu",Kathmandu,North,8 months ago,1200000,0,0,3.0,0,0.0,0,4.0,1200000.0
"Hotel On Sale : Business For Sale In Devkota Chowk, Bhairahawa","Nearby Gallamandi Road, Devkota Chowk, Bhairahawa",Bhairahawa,North,8 months ago,125000000,16,20,3.0,1,0.0,14,4.0,7812500.0
"Land For Sale In Boudha, Kathmandu","Boudha Road Town planning, Boudha, Kathmandu",Kathmandu,South,8 months ago,5400000,0,0,3.0,0,0.0,0,4.0,5400000.0
"House For Sale In Gothatar, Kathmandu","Mantar Chowk, Gothatar, Kathmandu",Kathmandu,West,8 months ago,14000000,8,0,3.0,0,0.0,0,4.0,1750000.0
"Office Space For Rent In Gyaneshwor, Kathmandu","Gyaneshwor, Gyaneshwor, Kathmandu",Kathmandu,West,8 months ago,250000,0,0,4.0,0,0.0,0,4.0,250000.0
"House For Sale In Bharatpur, Chitwan","Tri Chowk bharatpur, Bharatpur, Chitwan",Chitwan,South,8 months ago,5000000,2,1,1.0,0,0.0,0,4.0,2500000.0
"House For Sale In Hattiban, Lalitpur","Little Angels School, Hattiban, Lalitpur",Lalitpur,East,8 months ago,49500000,0,0,3.0,0,0.0,0,4.0,49500000.0
"13 Anna Land On Sale At Balambu : Land For Sale In Balambu, Kathmandu","gurjhudhara, Balambu, Kathmandu",Kathmandu,East,8 months ago,1700000,0,0,3.0,0,0.0,0,4.0,1700000.0
"0-4-2-3 Anna Land On Sale At Baad Bhanjyang : Land For Sale In Chandragiri, Kathmandu","baad bhanjyang, Chandragiri, Kathmandu",Kathmandu,North East,8 months ago,1100000,0,0,3.0,0,0.0,0,4.0,1100000.0
"Land On Sale At Gairidhara Kathmandu : Land For Sale In Gairidhara, Kathmandu","Gairidhara Road, Gairidhara, Kathmandu",Kathmandu,East,8 months ago,10000000,0,0,3.0,0,0.0,0,4.0,10000000.0
"Land For Sale In Pathari, Morang","patharisanischare 7, Pathari, Morang",Morang,North,8 months ago,100000,0,0,0.0,0,0.0,0,4.0,100000.0
"Land On Sale At Manbhawan Lalitpur : Land For Sale In Jawalakhel, Lalitpur","Lokeshwor Tole, Jawalakhel, Lalitpur",Lalitpur,North West,8 months ago,8500000,0,0,3.0,0,0.0,0,4.0,8500000.0
"House For Sale In Goldhunga, Kathmandu","Goldhunga, Goldhunga, Kathmandu",Kathmandu,North,8 months ago,25000000,0,0,3.0,0,0.0,0,4.0,25000000.0
"House For Sale In Dhading, Dhading","Dhading Mankamana tol, Dhading, Dhading",Dhading,North,8 months ago,9500000,0,0,2.0,0,0.0,0,4.0,9500000.0
"House On Sale At Dhobighat : House For Sale In Dhobighat, Lalitpur","Naya Bato, Dhobighat, Lalitpur",Lalitpur,East,8 months ago,80000000,5,5,3.0,4,0.0,0,4.0,16000000.0
"House For Sale In Kadaghari, Kathmandu","HarHar Mahadev Chowk, Kadaghari, Kathmandu",Kathmandu,East,8 months ago,17000000,5,2,3.0,1,0.0,3,4.0,3400000.0
"Flat For Rent In Lokanthali, Bhaktapur","Lokanthali, Lokanthali, Bhaktapur",Bhaktapur,North,8 months ago,18000,2,1,3.0,0,0.0,0,4.0,9000.0
"Business For Rent In Pepsicola, Kathmandu","Pepsicola, Pepsicola, Kathmandu",Kathmandu,West,8 months ago,40000,0,0,3.0,0,0.0,0,4.0,40000.0
"Flat For Rent In Pepsicola, Kathmandu","Pepsicola, Pepsicola, Kathmandu",Kathmandu,West,8 months ago,15000,1,1,3.0,0,0.0,0,4.0,15000.0
"House For Sale In Imadol, Lalitpur","bhadrakali imadol, Imadol, Lalitpur",Lalitpur,North East,8 months ago,10000000,2,2,1.0,1,0.0,6,4.0,5000000.0
"House For Sale In Imadol, Lalitpur","Imadol, way to tikathali, Imadol, Lalitpur",Lalitpur,North West,8 months ago,30000000,9,5,4.0,3,0.0,6,3.0,3333333.3333333335
"Land For Sale In Bhaisepati, Lalitpur","Bhaisepati, Bhaisepati, Lalitpur",Lalitpur,West,8 months ago,4500000,0,0,3.0,0,0.0,0,4.0,4500000.0
"Land For Sale In Sitapaila, Kathmandu","Nagarjun Municipality Office, Sitapaila, Kathmandu",Kathmandu,South,8 months ago,1200000,0,0,3.0,0,0.0,0,4.0,1200000.0
"Land For Sale In Naikap, Kathmandu","Purano Naikap, Naikap, Kathmandu",Kathmandu,West,8 months ago,1300000,0,0,3.0,0,0.0,0,4.0,1300000.0
"Land For Sale In Naikap, Kathmandu","Purano Naikap, Naikap, Kathmandu",Kathmandu,South,8 months ago,1700000,0,0,3.0,0,0.0,0,4.0,1700000.0
"Sukedhara, Jyotinagar House For Sell : House For Sale In Budhanilkantha, Kathmandu","Sukedhara, Jyoti Nagar, Budhanilkantha, Kathmandu",Kathmandu,East,8 months ago,22500000,0,3,3.0,2,0.0,1,4.0,22500000.0
"Land For Sale In Sanepa, Lalitpur","Everest Engineering College, Sanepa, Lalitpur",Lalitpur,West,8 months ago,5500000,0,0,3.0,0,0.0,0,4.0,5500000.0
"Land For Sale In Sanepa, Lalitpur","Chaudhary Group, Sanepa, Lalitpur",Lalitpur,West,8 months ago,7000000,0,0,3.0,0,0.0,0,4.0,7000000.0
"Land For Sale In Sanepa, Lalitpur","Sanepa Heights Road, Sanepa, Lalitpur",Lalitpur,West,8 months ago,5500000,0,0,3.0,0,0.0,0,4.0,5500000.0
"House For Sale In Kadaghari, Kathmandu","Hattidada Gothatar 9, Kadaghari, Kathmandu",Kathmandu,West,8 months ago,22000000,11,0,2.0,0,0.0,0,4.0,2000000.0
"Shivam Guest House : Land For Sale In Buddha Bhumi Nagarpalika, Kapilvastu","Near Shree Laxmi Narayan Rd, Krishnanagar, Buddha Bhumi Nagarpalika, Kapilvastu",Kapilvastu,East,8 months ago,37000000,0,0,0.0,0,0.0,0,4.0,37000000.0
"House For Sale In Gothatar, Kathmandu","Gothatar, Gothatar, Kathmandu",Kathmandu,South,8 months ago,36000000,0,0,3.0,0,0.0,0,4.0,36000000.0
"House For Sale In Kadaghari, Kathmandu","Gandhi Adarsha H. S. School/College, Kadaghari, Kathmandu",Kathmandu,North,8 months ago,13200000,7,0,2.0,0,0.0,0,4.0,1885714.2857142857
"House For Sale In Kapan, Kathmandu","Ramhity Pragati Chowk, Kapan, Kathmandu",Kathmandu,North,8 months ago,29000000,18,0,4.0,0,0.0,0,4.0,1611111.111111111
"House For Rent In Bhaktapur, Bhaktapur","Bhaktapur, Bhaktapur, Bhaktapur",Bhaktapur,South,8 months ago,80000,5,4,3.0,0,0.0,0,4.0,16000.0
"House For Sale In Sitapaila, Kathmandu","Padma colony, Sitapaila, Kathmandu",Kathmandu,West,8 months ago,20500000,0,0,3.0,0,0.0,0,4.0,20500000.0
"House For Sale In Tahachal, Kathmandu","Tahachal, Tahachal, Kathmandu",Kathmandu,North,8 months ago,27000000,3,4,3.0,1,7.0,0,4.0,9000000.0
"Land For Sale In Sanepa, Lalitpur","Jhamsikhel, Sanepa, Lalitpur",Lalitpur,West,8 months ago,8000000,0,0,3.0,0,0.0,0,4.0,8000000.0
"House For Sale In Balaju, Kathmandu","Balaju, Balaju, Kathmandu",Kathmandu,West,8 months ago,12000000,0,0,3.0,0,0.0,0,4.0,12000000.0
"House For Sale In Imadol, Lalitpur","Imadol, Imadol, Lalitpur",Lalitpur,North,8 months ago,19500000,5,3,3.0,0,0.0,0,4.0,3900000.0
"Flat For Rent In Biratnagar, Morang","Biratnagar, Biratnagar, Morang",Morang,North,8 months ago,15000,3,1,3.0,0,0.0,0,4.0,5000.0
"Office Space For Rent In Tinkune, Kathmandu","Tinkune Park, Tinkune, Kathmandu",Kathmandu,North,8 months ago,25000,0,0,3.0,0,0.0,0,4.0,25000.0
"House For Sale In Basundhara, Kathmandu","HERALD INT'L COLLEGE & H.S.S., Basundhara, Kathmandu",Kathmandu,North,8 months ago,19500000,0,0,3.0,0,0.0,0,4.0,19500000.0
"Land For Sale In Dhobighat, Lalitpur","Sunrise Towers, Dhobighat, Lalitpur",Lalitpur,East,8 months ago,3700000,0,0,3.0,0,0.0,0,4.0,3700000.0
"Land For Sale In Sankhu, Kathmandu","Sankhu Road, Sankhu, Kathmandu",Kathmandu,North,8 months ago,1350000,0,0,3.0,0,0.0,0,4.0,1350000.0
"Land For Sale In Boudha, Kathmandu","Townplanning, Boudha, Kathmandu",Kathmandu,West,8 months ago,3700000,0,0,3.0,0,0.0,0,4.0,3700000.0
"Land For Sale : Land For Sale In Chandragiri, Kathmandu","chekpost ,thankot ,chandragiri, Chandragiri, Kathmandu",Kathmandu,West,8 months ago,1500000,0,0,3.0,0,0.0,0,4.0,1500000.0
"Land For Sale : Land For Sale In Chandragiri, Kathmandu","cable car bottom station, Chandragiri, Kathmandu",Kathmandu,East,8 months ago,1600000,0,0,3.0,0,0.0,0,4.0,1600000.0
"Land For Sale In Patan, Lalitpur","Chyasal gate, Patan, Lalitpur",Lalitpur,North,8 months ago,4000000,0,0,3.0,0,0.0,0,4.0,4000000.0
"Land For Sale In Koteshwor, Kathmandu","Koteshwor, Koteshwor, Kathmandu",Kathmandu,South,8 months ago,5000000,0,0,3.0,0,0.0,0,4.0,5000000.0
"House For Sale In Kapan, Kathmandu","Jyoti Nagar Road, Kapan, Kathmandu",Kathmandu,East,8 months ago,26500000,11,5,3.0,0,0.0,0,4.0,2409090.909090909
"House For Sale In Kapan, Kathmandu","Valley Public H.S. School, Kapan, Kathmandu",Kathmandu,North,8 months ago,25500000,11,0,3.0,0,0.0,0,4.0,2318181.8181818184
"House For Sale In Naikap, Kathmandu","Naikap Naya Bhanjyang, Naikap, Kathmandu",Kathmandu,South,8 months ago,29500000,5,2,3.0,1,0.0,11,4.0,5900000.0
"House For Sale In Sukedhara Ektabasti : House For Sale In Budhanilkantha, Kathmandu","Sukedhara, Budhanilkantha, Kathmandu",Kathmandu,East,8 months ago,23500000,0,3,3.0,2,7.0,1,4.0,23500000.0
"House For Sale In Imadol, Lalitpur","Nayabasti, Imadol, Lalitpur",Lalitpur,South,8 months ago,15000000,4,3,3.0,0,0.0,0,4.0,3750000.0
"House For Sale In Imadol, Lalitpur","Krishna Temple, Imadol, Lalitpur",Lalitpur,South East,8 months ago,19000000,4,3,3.0,0,0.0,0,4.0,4750000.0
"House For Sale In Imadol, Lalitpur","Nayabasti, Imadol, Lalitpur",Lalitpur,South,8 months ago,15000000,4,3,3.0,0,0.0,0,4.0,3750000.0
"Business For Sale In Basantapur, Kathmandu","Basantapur Durbar Square, Basantapur, Kathmandu",Kathmandu,South East,8 months ago,1700000,0,0,3.0,0,0.0,0,4.0,1700000.0
"House For Sale In Imadol, Lalitpur","Imadol Swimming Pool, Imadol, Lalitpur",Lalitpur,South,8 months ago,23500000,4,3,3.0,0,0.0,6,4.0,5875000.0
"House For Sale In Imadol, Lalitpur","Nayabasti, Imadol, Lalitpur",Lalitpur,North West,8 months ago,18000000,5,4,3.0,0,0.0,7,4.0,3600000.0
"House For Sale In Imadol, Lalitpur","Korean Church, Imadol, Lalitpur",Lalitpur,South,8 months ago,18500000,3,3,3.0,2,0.0,9,4.0,6166666.666666667
"House For Sale In Itahari, Sunsari","Itahari, Itahari, Sunsari",Sunsari,North,8 months ago,15000000,0,0,3.0,0,0.0,0,4.0,15000000.0
"House For Sale In Tokha, Kathmandu","Panchetar, Tokha, Kathmandu",Kathmandu,South East,8 months ago,24500000,7,3,3.0,0,0.0,0,4.0,3500000.0
"House For Sale In Baneshwor, Kathmandu","Buddhanagar, Baneshwor, Kathmandu",Kathmandu,South,8 months ago,33000000,0,0,3.0,3,0.0,0,4.0,33000000.0
"6 Aana Land Sale At Minbhawan : Land For Sale In Minbhawan, Kathmandu","Aloknagar, Minbhawan, Kathmandu",Kathmandu,South East,8 months ago,6500000,0,0,3.0,0,0.0,0,4.0,6500000.0
"Shankhamul 12 Aana Land Sale : Land For Sale In Baneshwor, Kathmandu","Shankhamul, Baneshwor, Kathmandu",Kathmandu,East,8 months ago,6500000,0,0,3.0,0,0.0,0,4.0,6500000.0
"12 Aana Land Dhobighat : Land For Sale In Dhobighat, Lalitpur","Thadodhunga, Dhobighat, Lalitpur",Lalitpur,North,8 months ago,6500000,0,0,3.0,0,0.0,0,4.0,6500000.0
"Land For Sale In Sanepa, Lalitpur","Sanepa, Sanepa, Lalitpur",Lalitpur,South East,8 months ago,5500000,0,0,3.0,0,0.0,0,4.0,5500000.0
"House For Sale In Damak, Jhapa","Damak, Damak, Jhapa",Jhapa,East,8 months ago,19000000,0,0,2.0,0,0.0,0,4.0,19000000.0
"48lak House Cheap : House For Sale In Sanepa, Lalitpur","sanepa, Sanepa, Lalitpur",Lalitpur,West,8 months ago,4800000,2,1,1.0,1,7.0,9,4.0,2400000.0
"Business For Sale In Hattigauda, Kathmandu","Hattigauda, Hattigauda, Kathmandu",Kathmandu,East,8 months ago,900000,0,0,3.0,0,0.0,0,4.0,900000.0
"House For Sale In Changunarayan, Bhaktapur","Jhaukhel, Changunarayan, Bhaktapur",Bhaktapur,West,8 months ago,21500000,0,0,3.5,0,0.0,0,4.0,21500000.0
"House For Sale In Dhapakhel, Lalitpur","Dhapakhel, Dhapakhel, Lalitpur",Lalitpur,South,8 months ago,26000000,0,0,3.0,0,0.0,0,4.0,26000000.0
"House For Sale In Pokhara, Pokhara","Pokhara, Pokhara, Pokhara",Pokhara,East,8 months ago,26000000,13,0,3.0,0,0.0,0,4.0,2000000.0
"13 Ropani Land For Sale @ Budhanilkantha : Land For Sale In Budhanilkantha, Kathmandu","Budhanilkantha, Budhanilkantha, Kathmandu",Kathmandu,South,8 months ago,1300000,0,0,3.0,0,0.0,0,4.0,1300000.0
"Land For Sale In Tikathali, Lalitpur","Tikathali, Tikathali, Lalitpur",Lalitpur,South,8 months ago,2300000,0,0,3.0,0,0.0,0,4.0,2300000.0
"House For Sale In Damak, Jhapa","Damak, Damak, Jhapa",Jhapa,South,8 months ago,20000000,4,1,2.0,3,0.0,0,4.0,5000000.0
"House On Sale At Imadol : House For Sale In Baghdol, Lalitpur","Test address, Baghdol, Lalitpur",Lalitpur,West,8 months ago,19500000,4,4,2.0,1,0.0,17,4.0,4875000.0
"Modern House For Sale At Budhanilkantha : House For Sale In Budhanilkantha, Kathmandu","Taulung road, Budhanilkantha, Kathmandu",Kathmandu,East,8 months ago,51000000,5,5,2.0,0,14.0,13,4.0,10200000.0
"House On Sale At Nakkhu : House For Sale In Nakkhu, Lalitpur","Nakkhu, Nakkhu, Lalitpur",Lalitpur,East,8 months ago,26500000,4,4,2.0,1,0.0,12,4.0,6625000.0
"2.5 Stories Beautiful House In Dhobhighat : House For Sale In Dhobighat, Lalitpur","Dhobighat, Dhobighat, Lalitpur",Lalitpur,East,8 months ago,29500000,5,3,3.0,4,0.0,10,4.0,5900000.0
