Title,Address,City,Face,Posted,Price,Bedroom,Bathroom,Floors,Parking,House Age,Amenities Count,Build Area (Aana),Price per Bedroom
"Land On Sale : Land For Sale In Godawari, Lalitpur","Champi, Dukuchhap, Godawari, Lalitpur",Lalitpur,East,2 months ago,420000,0,0,3.0,0,0.0,0,842.0,420000.0
"House And Land On Sale : Land For Sale In Godawari, Lalitpur","Taukhel, Godawari, Lalitpur",Lalitpur,East,2 months ago,2000000,0,0,3.0,0,0.0,0,4.0,2000000.0
"Furnished Flat Rent In Baghdol : Flat For Rent In Baghdol, Lalitpur","House rent in Bagdol, Baghdol, Lalitpur",Lalitpur,South West,2 months ago,50000,2,1,3.0,1,0.0,7,4.0,25000.0
"House Rent In Lazimpat : House For Rent In Lazimpat, Kathmandu","gairidhara, Lazimpat, Kathmandu",Kathmandu,South,2 months ago,175000,0,0,2.0,6,0.0,5,4.0,175000.0
"House For Rent In Mhepi, Kathmandu","Mhepi, Mhepi, Kathmandu",Kathmandu,South,2 months ago,160000,6,5,3.0,8,0.0,6,4.0,26666.666666666668
"4 Aana Land : Land For Sale In Budhanilkantha, Kathmandu","Budhanilkantha Mandir, Budhanilkantha, Kathmandu",Kathmandu,West,2 months ago,2500000,0,0,3.0,0,0.0,2,4.0,2500000.0
"Land On Sale : Land For Sale In Teku, Kathmandu","Mayalbari, Teku, Kathmandu",Kathmandu,East,2 months ago,6000000,0,0,3.0,0,0.0,0,33.0,6000000.0
"Akase Dhara House : House For Sale In Kapan, Kathmandu","akase dhara, Kapan, Kathmandu",Kathmandu,South,2 months ago,18000000,6,3,3.0,2,0.0,14,4.0,3000000.0
"Harmony Residency : House For Sale In Bhaisepati, Lalitpur","Sainbu, Bhaisepati, Lalitpur",Lalitpur,East,2 months ago,35200000,4,4,3.0,1,5.0,7,4.0,8800000.0
"Flat : Flat For Rent In Swayambhu, Kathmandu","Kimdol, Swayambhu, Kathmandu",Kathmandu,East,2 months ago,35000,3,2,3.0,1,0.0,4,4.0,11666.666666666666
"Harmony Residency : House For Sale In Bhaisepati, Lalitpur","Sainbu, Bhaisepati, Lalitpur",Lalitpur,West,2 months ago,37100000,4,4,3.0,1,5.0,5,4.0,9275000.0
"3-Storey House For Sale In Gairidhara : House For Sale In Gairidhara, Kathmandu","Gairidhara, Gairidhara, Kathmandu",Kathmandu,East,2 months ago,55000000,4,5,3.0,4,0.0,7,4.0,13750000.0
"Harmony Residency : House For Sale In Bhaisepati, Lalitpur","Sainbu, Bhaisepati, Lalitpur",Lalitpur,West,2 months ago,34500000,4,4,3.0,1,5.0,7,4.0,8625000.0
"Land For Sale At Gokarna : Land For Sale In Gokarneshwor, Kathmandu","Gokarna, Gokarneshwor, Kathmandu",Kathmandu,West,2 months ago,1650000,0,0,3.0,0,0.0,0,4.0,1650000.0
"Budhanilkantha Furnished Bungalow : House For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu",Kathmandu,North East,2 months ago,45000000,5,6,3.0,3,0.0,10,4.0,9000000.0
"Sanobharyang 3.1 Ana 1.3 Km : House For Sale In Sanobharyang, Kathmandu","Na, Sanobharyang, Kathmandu",Kathmandu,East,2 months ago,22500000,6,5,3.0,1,0.0,5,4.0,3750000.0
"3 Flats On Rent : Flat For Rent In Imadol, Lalitpur","27.6564024, Imadol, Lalitpur",Lalitpur,North East,2 months ago,30000,3,2,4.0,1,7.0,8,4.0,10000.0
"Hetauda Children Park Najik Pragati Path Ma Ghar Jagga Bikrima : House For Sale In Hetauda, Makwanpur","pragati path hetauda-5, Hetauda, Makwanpur",Makwanpur,North,2 months ago,700000,4,2,1.0,1,0.0,3,4.0,175000.0
"Flat For Rent In Jhamsikhel, Lalitpur","jhamsikhel(near British school), Jhamsikhel, Lalitpur",Lalitpur,East,2 months ago,35000,2,2,0.0,2,0.0,3,4.0,17500.0
"Flat For Rent In Jhamsikhel, Lalitpur","jhamsikhel(near British school), Jhamsikhel, Lalitpur",Lalitpur,East,2 months ago,35000,2,2,0.0,2,0.0,3,4.0,17500.0
"Land Sale In Lele : Land For Sale In Lele, Lalitpur","lele, Lele, Lalitpur",Lalitpur,East,2 months ago,700000,0,0,3.0,0,0.0,0,4.0,700000.0
"Sanobharyang Home : House For Sale In Swayambhu, Kathmandu","na, Swayambhu, Kathmandu",Kathmandu,East,2 months ago,23500000,6,5,3.0,1,0.0,1,4.0,3916666.6666666665
"Golfutar Bungalow For Sale : House For Sale In Golfutar, Kathmandu","NA, Golfutar, Kathmandu",Kathmandu,East,2 months ago,102500000,6,6,3.0,4,0.0,15,4.0,17083333.333333332
"Harmony Residency : House For Sale In Bhaisepati, Lalitpur","Sainbu, Bhaisepati, Lalitpur",Lalitpur,North East,2 months ago,28200000,4,4,2.0,1,5.0,8,4.0,7050000.0
"Newroad Office Space On Rent : Office Space For Rent In Newroad, Kathmandu","Newroad , Tebahal, Newroad, Kathmandu",Kathmandu,West,2 months ago,40000,0,1,7.0,0,23.0,4,4.0,40000.0
"House For Sale In Kadaghari, Kathmandu","Birendrachowk , kadaghari, Kadaghari, Kathmandu",Kathmandu,East,2 months ago,13000000,2,1,1.0,2,11.0,3,4.0,6500000.0
"Budhanilkantha 4 Ana Home : House For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu",Kathmandu,East,2 months ago,32500000,5,5,3.0,1,0.0,1,4.0,6500000.0
"House For Sale In Satungal, Kathmandu","Nearby APF Hospital, Satungal, Kathmandu",Kathmandu,North,2 months ago,26000000,11,9,3.0,1,0.0,12,4.0,2363636.3636363638
"Chapali Cheap Home : House For Sale In Chapali, Kathmandu","Na, Chapali, Kathmandu",Kathmandu,South East,2 months ago,24000000,7,8,4.0,1,0.0,1,4.0,3428571.4285714286
"House For Sale In Dhapakhel, Lalitpur","Nearby Sumeru Hospital, Dhapakhel, Lalitpur",Lalitpur,West,2 months ago,17700000,3,4,2.5,1,0.0,13,4.0,5900000.0
"12.5 Anna Jagga On Sale At Lolang Height, Hariyali Samaaj : House For Sale In Balaju, Kathmandu","Lolang Height, Hariyali Samaaj, Balaju, Kathmandu",Kathmandu,East,2 months ago,2200000,1,1,1.0,2,9.0,3,4.0,2200000.0
"Pasikot Cheap Home 168 Only : House For Sale In Pasikot, Kathmandu","Man, Pasikot, Kathmandu",Kathmandu,North East,2 months ago,16800000,5,5,3.0,1,0.0,1,4.0,3360000.0
"Budhanilkantha 5.5 Ana Home : House For Sale In Budhanilkantha, Kathmandu","NA, Budhanilkantha, Kathmandu",Kathmandu,North East,2 months ago,34000000,6,6,3.0,2,0.0,2,4.0,5666666.666666667
"Beautiful Small Home Budhanilkantha : House For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu",Kathmandu,South East,2 months ago,22500000,5,5,3.0,1,0.0,1,4.0,4500000.0
"Bhudhanilkantha House On Rent : House For Rent In Budhanilkantha, Kathmandu","Bhudha colony, Budhanilkantha, Kathmandu",Kathmandu,East,2 months ago,200000,5,4,3.0,2,11.0,12,4.0,40000.0
"Flat/Room Rent At Balaju ( Storage, Godaun/ Office Space) : Office Space For Rent In Balaju, Kathmandu","Main road, Balaju, Kathmandu",Kathmandu,East,2 months ago,25000,3,1,1.0,4,0.0,7,4.0,8333.333333333334
"Flat For Rent At Dhunge Dhara Banasthali : Flat For Rent In Dhungedhara, Kathmandu","Dhunge Dhara, Banasthali, Dhungedhara, Kathmandu",Kathmandu,South,2 months ago,17000,2,1,4.0,0,18.0,10,4.0,8500.0
"Chapali Bungalow 13 Ana : House For Sale In Chapali, Kathmandu","Na, Chapali, Kathmandu",Kathmandu,South East,2 months ago,42500000,5,6,3.0,4,0.0,10,4.0,8500000.0
"Maharajganj 5 Ropani Bungalow : House For Rent In Maharajgunj, Kathmandu","Na, Maharajgunj, Kathmandu",Kathmandu,East,2 months ago,790000,6,7,3.0,10,0.0,14,4.0,131666.66666666666
"Beautiful : House For Sale In Baluwatar, Kathmandu","Chandol, Baluwatar, Kathmandu",Kathmandu,North,2 months ago,41000000,7,3,2.5,1,0.0,13,4.0,5857142.857142857
"Land For Sale In Kapan, Kathmandu","Chunikhel, alubari, Kapan, Kathmandu",Kathmandu,East,2 months ago,1300000,0,0,3.0,0,0.0,0,4.0,1300000.0
"House On Rent Or Sale At Matatirtha : House For Sale In Matatirtha, Kathmandu","Matatirtha near bus stop, Matatirtha, Kathmandu",Kathmandu,West,2 months ago,15000000,3,3,3.0,2,0.0,1,4.0,5000000.0
"House For Sale In Bhaisepati, Lalitpur","Bhaisepati,sainbu,pragatinagar, Bhaisepati, Lalitpur",Lalitpur,North West,2 months ago,37500000,8,6,4.0,1,18.0,17,3.0,4687500.0
"House For Sale In Tinthana, Kathmandu","Bishnu Devi Village Colony, Tinthana, Kathmandu",Kathmandu,East,2 months ago,16000000,5,3,2.5,1,0.0,14,4.0,3200000.0
"Flat For Rent At Jawalakhel : Apartment For Rent In Jawalakhel, Lalitpur","jawalakhel, Jawalakhel, Lalitpur",Lalitpur,East,2 months ago,55000,2,1,3.0,0,0.0,0,4.0,27500.0
"Flat On Rent At Man Bhawan : House For Rent In Jawalakhel, Lalitpur","manbhawan, Jawalakhel, Lalitpur",Lalitpur,East,2 months ago,75000,4,3,3.0,2,0.0,0,4.0,18750.0
"House For Rent At Naxal : House For Rent In Naxal, Kathmandu","naxal, Naxal, Kathmandu",Kathmandu,East,3 months ago,500000,22,4,3.0,3,0.0,0,4.0,22727.272727272728
"Land For Sale : Land For Sale In Hetauda, Makwanpur","Sunwood Colony Hetauda, Hetauda, Makwanpur",Makwanpur,South,3 months ago,500000,0,0,3.0,0,0.0,0,4.0,500000.0
"Urgent House Sale : House For Sale In Kapan, Kathmandu","Kapan, Kapan, Kathmandu",Kathmandu,West,3 months ago,15000000,4,4,3.0,2,11.0,1,4.0,3750000.0
"Flat System : House For Sale In Tikathali, Lalitpur","Imadol, Tikathali, Lalitpur",Lalitpur,West,3 months ago,21500000,6,4,2.5,3,0.0,13,4.0,3583333.3333333335
"Land For Sale In Butwal, Butwal","Madan path, Butwal, Butwal",Butwal,North East,3 months ago,450000,0,0,3.0,0,0.0,0,4.0,450000.0
"Affordable Home At Jorpati : House For Sale In Jorpati, Kathmandu","Beshigaun, Jorpati, Jorpati, Kathmandu",Kathmandu,North East,3 months ago,23500000,0,0,3.0,0,0.0,0,4.0,23500000.0
"Ravishing : House For Sale In Baluwatar, Kathmandu","opposite of Nepal Rastra Bank, Baluwatar, Kathmandu",Kathmandu,South,3 months ago,60000000,5,5,2.5,1,0.0,13,4.0,12000000.0
"Commercial : Land For Sale In Gaurighat, Kathmandu","Dibya party palace, Gaurighat, Kathmandu",Kathmandu,North,3 months ago,4200000,0,0,3.0,1,0.0,3,4.0,4200000.0
"Commercial : Land For Sale In Gaurighat, Kathmandu","Nearby Dibya Complex, Gaurighat, Kathmandu",Kathmandu,South,3 months ago,4200000,0,0,3.0,1,0.0,3,4.0,4200000.0
"Commercial : Land For Sale In Gaurighat, Kathmandu","nearby Bagmati Road, Gaurighat, Kathmandu",Kathmandu,South,3 months ago,4500000,0,0,3.0,0,0.0,3,4.0,4500000.0
"Commercial : Land For Sale In Gaurighat, Kathmandu","Nearby Dibya Complex, Gaurighat, Kathmandu",Kathmandu,South,3 months ago,4200000,0,0,3.0,0,0.0,1,4.0,4200000.0
"Commercial : Land For Sale In Gaurighat, Kathmandu","Bagmati road, Gaurighat, Kathmandu",Kathmandu,North,3 months ago,6000000,0,0,3.0,1,0.0,1,4.0,6000000.0
"Commercial : Land For Sale In Gaurighat, Kathmandu","Nearby Hilary School., Gaurighat, Kathmandu",Kathmandu,East,3 months ago,8000000,0,0,3.0,0,0.0,4,4.0,8000000.0
"Boutique On Sale : Business For Sale In Kumaripati, Lalitpur","Kumaripati, Kumaripati, Lalitpur",Lalitpur,South,3 months ago,2300000,1,0,3.0,0,0.0,2,4.0,2300000.0
"Commercial : Land For Sale In Gaurighat, Kathmandu","Nearby Guheshwori Planning, Gaurighat, Kathmandu",Kathmandu,West,3 months ago,4200000,0,0,3.0,0,0.0,3,4.0,4200000.0
"Land Sale : Land For Sale In Birtamod Road, Itahari","Tarahara bhuwanipur, Birtamod Road, Itahari",Itahari,East,3 months ago,130000,0,0,3.0,0,0.0,0,4.0,130000.0
"Uniform Showroom And Factory : Business For Sale In Samakhusi, Kathmandu","townplanning, Samakhusi, Kathmandu",Kathmandu,East,3 months ago,750000,0,0,3.0,0,0.0,0,4.0,750000.0
"Karyabinayak Colony House For Sale : House For Sale In Bhaisepati, Lalitpur","bhaisepati, Bhaisepati, Lalitpur",Lalitpur,East,3 months ago,30000000,4,4,3.0,1,0.0,6,4.0,7500000.0
"Pasikot 21 Ana Home : House For Sale In Pasikot, Kathmandu","Na, Pasikot, Kathmandu",Kathmandu,East,3 months ago,81000000,6,6,3.0,6,0.0,15,4.0,13500000.0
"Pasikot 12 Ana Home : House For Sale In Pasikot, Kathmandu","Na, Pasikot, Kathmandu",Kathmandu,North,3 months ago,55000000,5,5,2.0,6,0.0,10,4.0,11000000.0
"House For Sale In Thankot, Kathmandu","Thankot, Thankot, Kathmandu",Kathmandu,West,3 months ago,13000000,6,2,3.0,1,24.0,5,2.0,2166666.6666666665
"BEAUTIFUL HOUSE FOR RENT IN RESIDENTIAL AREA! : House For Rent In Kupondole, Lalitpur","KUPONDOLE HEIGHTS ROAD, Kupondole, Lalitpur",Lalitpur,East,3 months ago,273258,4,0,4.0,1,15.0,13,4.0,68314.5
"House On Rent At Bafal : House For Sale In Bafal, Kathmandu","Bafal, Bafal, Kathmandu",Kathmandu,East,3 months ago,30000000,4,3,3.0,1,0.0,0,4.0,7500000.0
"New House On Rent : Business For Rent In Soltimode, Kathmandu","Red Cross Marg, Soltimode, Soltimode, Kathmandu",Kathmandu,West,3 months ago,225000,0,3,2.0,2,5.0,6,4.0,225000.0
"Land On Rent At Radhe Rahde : Land For Rent In Radhe Radhe, Bhaktapur","Radhe radhe, Radhe Radhe, Bhaktapur",Bhaktapur,East,3 months ago,375000,0,0,3.0,0,0.0,0,4.0,375000.0
"House For Sale : House For Sale In Nagarjun, Kathmandu","Sitapaila, Nagarjun, Kathmandu",Kathmandu,North,3 months ago,17500000,5,4,3.0,1,0.0,16,4.0,3500000.0
"4.5 Anna Land On Sale At Checkpost : Land For Sale In Chandragiri, Kathmandu","checkpost, Chandragiri, Kathmandu",Kathmandu,South East,3 months ago,1450000,0,0,3.0,0,0.0,0,4.0,1450000.0
"Modern European Design : House For Sale In Naxal, Kathmandu","Nearby Bhatbhateni, Naxal, Kathmandu",Kathmandu,East,3 months ago,65000000,6,5,2.0,1,0.0,16,4.0,10833333.333333334
"1.5 Storey House On Sale At Matairtha : House For Sale In Chandragiri, Kathmandu","matatirtha, Chandragiri, Kathmandu",Kathmandu,South,3 months ago,9500000,3,1,3.0,1,0.0,0,4.0,3166666.6666666665
"House For Sale In Thapathali, Kathmandu","Nearby Norvic Hospital, Thapathali, Kathmandu",Kathmandu,East,3 months ago,9000000,6,3,3.0,1,0.0,10,4.0,1500000.0
"Hattigauda Plotting : Land For Sale In Hattigauda, Kathmandu","Hattigauda, Hattigauda, Kathmandu",Kathmandu,East,3 months ago,2900000,0,0,3.0,0,0.0,0,4.0,2900000.0
"Dahal Niwas For Sale. : House For Sale In Gairigaun, Kathmandu","104, Panchashil Galli,, Gairigaun, Kathmandu",Kathmandu,South,3 months ago,80000000,16,10,4.0,2,15.0,14,7.0,5000000.0
"House On Sale At Imadole : House For Sale In Imadol, Lalitpur","imadole, Imadol, Lalitpur",Lalitpur,East,3 months ago,20000000,3,3,3.0,1,0.0,1,4.0,6666666.666666667
"Urgent Land Sale : Land For Sale In Dharan, Dharan","Dharan 20, Dharan, Dharan",Dharan,East,3 months ago,1600000,0,0,3.0,0,0.0,0,4.0,1600000.0
"Bhaktapur Land Sale 24 Anna (NEGOTIABLE) : Land For Sale In Kharipati, Bhaktapur","Bageshwori, Kharipati, Bhaktapur",Bhaktapur,South,3 months ago,1500000,0,0,3.0,0,0.0,0,4.0,1500000.0
"2 Room Available : Flat For Sale In Shrijana Chowk, Pokhara","Pokhara 8, Pratibha marga, Shrijana Chowk, Pokhara",Pokhara,East,3 months ago,11000,0,0,3.0,0,0.0,2,4.0,11000.0
"Comercial Co Residential : Land For Sale In Koteshwor, Kathmandu","Balkumari-8, Koteshwor, Kathmandu",Kathmandu,South East,3 months ago,4100000,0,0,3.0,0,0.0,0,4.0,4100000.0
"Residential And Personal : House For Sale In Bafal, Kathmandu","Gandakbasti, Bafal, Kathmandu",Kathmandu,South,3 months ago,31000000,7,3,3.0,1,11.0,12,4.0,4428571.428571428
"Space On Rent For Office And Restaurant ... Baneshwor Chowk : Business For Rent In Baneshwor, Kathmandu","naya baneshwor, Baneshwor, Kathmandu",Kathmandu,East,3 months ago,495000,0,0,3.0,0,0.0,3,4.0,495000.0
"House For Sale In Butwal, Butwal","Bu. Na. Pa. 11, rupandehi, Butwal, Butwal",Butwal,East,3 months ago,900000,0,2,2.0,4,11.0,15,4.0,900000.0
"Furnished Villa For Rent At Budhanilkantha : House For Rent In Budhanilkantha, Kathmandu","budhanilkantha, Budhanilkantha, Kathmandu",Kathmandu,South,3 months ago,200000,5,4,3.0,2,0.0,12,4.0,40000.0
"Flat On Rent At Raniban : Flat For Rent In Nagarjun, Kathmandu","Raniban, Sungava Tole Gate 5, Nagarjun, Kathmandu",Kathmandu,South East,3 months ago,15000,2,1,3.0,1,8.0,0,4.0,7500.0
"Semi Commercial Shared Office Space : Office Space For Rent In Buddhanagar, Kathmandu","buddhanagar, Buddhanagar, Kathmandu",Kathmandu,South,3 months ago,20000,0,1,1.0,1,19.0,7,4.0,20000.0
"Prime Location House Is For Sale : House For Sale In Gwarko, Lalitpur","Imadol, Gwarko, Lalitpur",Lalitpur,North West,3 months ago,17500000,3,3,3.0,1,9.0,0,4.0,5833333.333333333
"Beautiful Designed House In Peaceful Area Is On Sale : House For Sale In Imadol, Lalitpur","Imadol, Imadol, Lalitpur",Lalitpur,North East,3 months ago,19500000,5,3,3.0,1,0.0,11,4.0,3900000.0
"House For Rent In Gatthaghar, Bhaktapur","Near Nagrik Hospital Gatthaghar, Gatthaghar, Bhaktapur",Bhaktapur,North,3 months ago,60000,5,0,0.0,6,0.0,6,4.0,12000.0
"Office Space For Rent In Gatthaghar, Bhaktapur","Gatthaghar Nagrik Hospital, Gatthaghar, Bhaktapur",Bhaktapur,North,3 months ago,11000,0,0,0.0,5,0.0,6,4.0,11000.0
"House For Rent At Chobhar Kathmandu : House For Rent In Chovar, Kathmandu","chobhar, Chovar, Kathmandu",Kathmandu,East,3 months ago,60000,3,4,2.0,2,6.0,6,4.0,20000.0
"4 Ropani Land For Sale At Budhanilkantha : Land For Sale In Budhanilkantha, Kathmandu","Budhanilkantha, Budhanilkantha, Kathmandu",Kathmandu,East,3 months ago,3500000,0,0,3.0,0,0.0,0,4.0,3500000.0
"Fully Furnished Brand New Bungalow For Sale In Dhapasi, Kunwar Colony : House For Sale In Budhanilkantha, Kathmandu","Dhapasi, Kunwar Colony, Budhanilkantha, Kathmandu",Kathmandu,East,3 months ago,65000000,5,4,2.0,1,0.0,25,4.0,13000000.0
"6 Bhk 20 Anna Bungalow For Sale At Budhanilkantha : House For Sale In Budhanilkantha, Kathmandu","6 Bhk 20 Anna Bungalow For Sale At Budhanilkantha, Budhanilkantha, Kathmandu",Kathmandu,East,3 months ago,150000000,6,6,2.0,4,0.0,20,4.0,25000000.0
"10 Anna Land For Sale At Budhanilkantha In Great Residential Community : Land For Sale In Budhanilkantha, Kathmandu","Budhanilkantha In Great Residential Community, Budhanilkantha, Kathmandu",Kathmandu,East,3 months ago,3500000,0,0,3.0,0,0.0,0,4.0,3500000.0
"6 Ropani Exceptionally Beautiful Bungalow For Sale At Budhanilkantha : House For Sale In Budhanilkantha, Kathmandu","Budhanilkantha, Budhanilkantha, Kathmandu",Kathmandu,East,3 months ago,250000000,5,7,2.0,20,0.0,29,4.0,50000000.0
"South Face Perfect Piece Of 8 Anna Land For Sale At Budhanilkantha : Land For Sale In Budhanilkantha, Kathmandu","Budhanilkantha, Budhanilkantha, Kathmandu",Kathmandu,South,3 months ago,3500000,0,0,3.0,0,0.0,0,4.0,3500000.0
"6 Anna New House For Sale At Pasikot, 400 Meters From Main Highway : House For Sale In Budhanilkantha, Kathmandu","Pasikot, 400 Meters From Main Highway, Budhanilkantha, Kathmandu",Kathmandu,East,3 months ago,37000000,6,6,3.0,2,0.0,24,4.0,6166666.666666667
"Brand New Beautiful House For Sale At Sundarbasti, Bhangal. : House For Sale In Budhanilkantha, Kathmandu","Sundarbasti, Bhangal, Budhanilkantha, Kathmandu",Kathmandu,East,3 months ago,19000000,4,3,2.0,1,0.0,16,4.0,4750000.0
"12 Anna House Opposite Rastra Bank At Baluwatar, Beside Subisu Office : House For Sale In Baluwatar, Kathmandu","Opposite Rastra Bank At Baluwatar, Beside Subisu Office, BLOCK 1, Baluwatar, Kathmandu",Kathmandu,East,3 months ago,105000000,6,5,3.0,3,0.0,23,4.0,17500000.0
"10 Anna Land For Sale Beside Sher Bahadur Deuba House, Budhanilkantha : Land For Sale In Budhanilkantha, Kathmandu","Land For Sale Beside Sher Bahadur Deuba House, Budhanilkantha., Budhanilkantha, Kathmandu",Kathmandu,East,3 months ago,4500000,0,0,3.0,0,0.0,0,4.0,4500000.0
"6 Anna Purba Mohada Land For Sale At Deuba Chowk, 150 Mtr From Highway : Land For Sale In Budhanilkantha, Kathmandu","Deuba Chowk, 150 Mtr From Highway, Budhanilkantha, Kathmandu",Kathmandu,East,3 months ago,3400000,0,0,3.0,0,0.0,0,4.0,3400000.0
"House On Rent : House For Rent In Bakhundol, Lalitpur","bakhundole sanepa, Bakhundol, Lalitpur",Lalitpur,North,3 months ago,280000,5,5,3.0,3,6.0,3,4.0,56000.0
"Dhapasi Bungalow : House For Sale In Dhapasi, Kathmandu","Na, Dhapasi, Kathmandu",Kathmandu,South East,3 months ago,65000000,5,6,3.0,3,0.0,10,4.0,13000000.0
"Flat For Rent : Flat For Rent In Kusunti, Lalitpur","Smritinagar, Kusunti, Lalitpur",Lalitpur,East,3 months ago,25000,2,2,1.0,1,0.0,7,4.0,12500.0
"House For Sale In Imadol, Lalitpur","Bhandhari marga., Imadol, Lalitpur",Lalitpur,West,3 months ago,19500000,5,3,2.5,1,0.0,12,4.0,3900000.0
"Hotel On Rent At Thamel , Kathmandu : Business For Rent In Thamel, Kathmandu","thamel, Thamel, Kathmandu",Kathmandu,East,3 months ago,1800000,43,20,3.0,0,0.0,0,4.0,41860.46511627907
"Brand New House For Sale (2 Crore 45 Lakhs) Negotiable. : House For Sale In Sitapaila, Kathmandu","Nagarjun, Aadeswor, Sitapaila, Kathmandu",Kathmandu,West,3 months ago,24000000,8,5,3.0,1,6.0,6,4.0,3000000.0
"Hotel For Rent At Lakeside,Pokhara : Business For Rent In Lakeside, Pokhara","lakeside, Lakeside, Pokhara",Pokhara,East,3 months ago,800000,31,31,3.0,6,0.0,0,4.0,25806.451612903227
"Flat In Rent Just Near Nepal Polytechnic College Vhojad : Flat For Rent In Bharatpur, Chitwan","Bharatpur11,vhojad, Bharatpur, Chitwan",Chitwan,West,3 months ago,13000,2,2,3.0,1,6.0,0,4.0,6500.0
"House On Rent At Rose Villa , Siddhartha Colony : House For Rent In Budhanilkantha, Kathmandu","rudhreswor, Budhanilkantha, Kathmandu",Kathmandu,East,3 months ago,200000,4,4,3.0,2,0.0,6,4.0,50000.0
"Brand New House For Rent : House For Rent In Bhangal, Kathmandu","Sundarbasti Bhangal, Bhangal, Kathmandu",Kathmandu,East,3 months ago,95000,4,2,2.0,1,6.0,11,4.0,23750.0
"Land On Rent At Bhaktapur : Land For Rent In Bhaktapur, Bhaktapur","thimi, Bhaktapur, Bhaktapur",Bhaktapur,East,3 months ago,600000,0,0,3.0,0,0.0,0,4.0,600000.0
"LAND For Sale At Bharatpur-19 (20 Lakhs Per Kattha) : Land For Sale In Bharatpur, Chitwan","Bharatpur 19, Bharatpur, Chitwan",Chitwan,East,3 months ago,2000000,0,0,3.0,0,0.0,0,4.0,2000000.0
"Rose Village Bakot House Sale : House For Sale In Madhyapur Thimi, Bhaktapur","Rose Village Balkot, Madhyapur Thimi, Bhaktapur",Bhaktapur,East,3 months ago,35000000,3,4,3.0,3,0.0,4,4.0,11666666.666666666
"House On Rent At Naya Bazar : House For Rent In Khusibu, Kathmandu","naya bazar, Khusibu, Kathmandu",Kathmandu,East,3 months ago,250000,17,19,3.0,4,0.0,4,4.0,14705.882352941177
"Civil Home Khumaltar House On Rent : House For Rent In Dhapakhel, Lalitpur","khumaltar, Dhapakhel, Lalitpur",Lalitpur,East,3 months ago,60000,4,3,3.0,2,0.0,13,4.0,15000.0
"Newly Constructed House : House For Sale In Tikathali, Lalitpur","changathali, Tikathali, Lalitpur",Lalitpur,East,3 months ago,20000000,5,2,4.0,1,0.0,4,4.0,4000000.0
"House For Sale In Imadol, Lalitpur","Ochu Height, Imadol, Lalitpur",Lalitpur,West,3 months ago,23500000,6,4,3.0,1,0.0,13,4.0,3916666.6666666665
"House For Sale In Jorpati, Kathmandu","104 Continental Homes, Narayantar, Jorpati-6, Jorpati, Kathmandu",Kathmandu,South,3 months ago,24000000,4,4,2.0,1,15.0,7,4.0,6000000.0
"Premium Land For Sale In Pokhara : Land For Sale In Pokhara, Pokhara","Habeli Marg, Chinnedanda, Pokhara, Kaski, Pokhara, Pokhara",Pokhara,West,3 months ago,700000,0,0,3.0,0,0.0,0,5.0,700000.0
"Luxurious And Spacious 4 Bhk Flat In A Posh Location At Sanepa : Flat For Rent In Sanepa, Lalitpur","Status Enclave Apartments, Sanepa, Sanepa, Lalitpur",Lalitpur,East,3 months ago,80000,4,3,3.0,1,0.0,7,4.0,20000.0
"Flat For Rent : Flat For Rent In Thankot, Kathmandu","Chandagiri, Thankot, Kathmandu",Kathmandu,South,3 months ago,16000,2,1,3.0,0,16.0,6,4.0,8000.0
"Modern, Earthquake-Resistant House For Sale : House For Sale In Tikathali, Lalitpur","Mahalaxmi, Tikathali, Lalitpur",Lalitpur,South,3 months ago,40000000,4,4,3.0,2,19.0,12,4.0,10000000.0
"Flat For Rent : Flat For Rent In Thaiba, Lalitpur","NB Colony , Thaiba, Thaiba, Lalitpur",Lalitpur,South West,3 months ago,18000,1,1,3.0,1,23.0,2,4.0,18000.0
"Personal : Land For Sale In Kapan, Kathmandu","Budhanilkantha Municipality-11, Paiyutar, Kapan, Kathmandu",Kathmandu,South,3 months ago,3000000,0,0,3.0,0,0.0,0,4.0,3000000.0
"First Floor Flat At Bhaisepati : Flat For Rent In Bhaisepati, Lalitpur","karyabinayak party place, Bhaisepati, Lalitpur",Lalitpur,East,3 months ago,25000,2,2,3.0,1,0.0,0,4.0,12500.0
"Beautiful 4BHK Bungalow : House For Sale In Balkot, Bhaktapur","Rose Village, Balkot, Bhaktapur",Bhaktapur,South,3 months ago,39999999,4,3,3.0,2,0.0,28,4.0,9999999.75
"Land For Sale In Gokarneshwor, Kathmandu","Gokarna, Ward No:02, Gokarneshwor, Kathmandu",Kathmandu,West,3 months ago,2000000,0,0,3.0,0,0.0,0,4.0,2000000.0
"Vinayak Colony House On Rent : House For Rent In Bhaisepati, Lalitpur","vinayak colony, Bhaisepati, Lalitpur",Lalitpur,East,3 months ago,60000,2,2,3.0,1,0.0,6,4.0,30000.0
"House For Rent At Comfort Housing Sitapaila : House For Rent In Sitapaila, Kathmandu","sitapaila, Sitapaila, Kathmandu",Kathmandu,East,3 months ago,65000,3,3,3.0,2,0.0,7,4.0,21666.666666666668
